@relation 'Churn'

@attribute State {AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY}
@attribute 'Account Length' numeric
@attribute 'Area Code' numeric
@attribute 'Phone' numeric
@attribute 'Intl Plan' {0,1}
@attribute 'VMail Plan' {0,1}
@attribute 'VMail Message' numeric
@attribute 'Day Mins' numeric
@attribute 'Day Calls' numeric
@attribute 'Day Charge' numeric
@attribute 'Eve Mins' numeric
@attribute 'Eve Calls' numeric
@attribute 'Eve Charge' numeric
@attribute 'Night Mins' numeric
@attribute 'Night Calls' numeric
@attribute 'Night Charge' numeric
@attribute 'Intl Mins' numeric
@attribute 'Intl Calls' numeric
@attribute 'Intl Charge' numeric
@attribute 'CustServ Calls' numeric
@attribute class {0,1}

@data
UT,117,510,3413663,0,1,20,205.700000,98,34.970000,136.100000,107,11.570000,159.400000,147,7.170000,8.700000,3,2.350000,2,0
KY,108,408,3764665,0,0,0,73.800000,105,12.550000,143.400000,114,12.190000,170.200000,98,7.660000,10.900000,3,2.940000,2,0
VA,118,408,4219034,0,0,0,189.300000,119,32.180000,233.500000,112,19.850000,270.900000,104,12.190000,10.000000,1,2.700000,2,0
OH,169,408,4015169,0,0,0,147.200000,115,25.020000,161.900000,123,13.760000,142.100000,103,6.390000,7.200000,6,1.940000,3,0
AZ,62,408,3708262,0,1,42,137.300000,95,23.340000,184.200000,94,15.660000,231.400000,70,10.410000,10.200000,3,2.750000,0,0
NY,86,510,3872041,0,0,0,70.700000,125,12.020000,211.000000,113,17.940000,174.600000,107,7.860000,0.000000,0,0.000000,2,0
VA,44,408,3564146,0,0,0,204.600000,117,34.780000,205.200000,94,17.440000,164.600000,84,7.410000,10.700000,5,2.890000,0,0
MD,111,510,3728883,0,0,0,123.100000,88,20.930000,213.900000,84,18.180000,184.900000,88,8.320000,12.000000,2,3.240000,5,1
MA,127,510,3361880,0,1,19,129.700000,115,22.050000,160.800000,101,13.670000,265.000000,63,11.930000,12.200000,3,3.290000,2,0
IL,151,415,3475843,1,0,0,198.700000,70,33.780000,209.500000,106,17.810000,281.900000,126,12.690000,12.400000,4,3.350000,0,0
LA,53,415,3708023,0,0,0,145.100000,116,24.670000,233.700000,82,19.860000,208.700000,95,9.390000,7.900000,5,2.130000,2,0
MO,15,415,4179814,0,0,0,135.200000,101,22.980000,152.500000,79,12.960000,224.800000,83,10.120000,8.400000,5,2.270000,2,0
DC,123,408,3873422,0,1,28,124.700000,105,21.200000,250.400000,78,21.280000,216.400000,128,9.740000,7.800000,8,2.110000,1,0
PA,137,415,3651664,0,0,0,215.900000,76,36.700000,145.400000,118,12.360000,186.900000,129,8.410000,12.100000,4,3.270000,1,0
TN,106,415,3672436,0,0,0,119.200000,142,20.260000,228.400000,139,19.410000,197.900000,61,8.910000,8.400000,9,2.270000,2,0
NJ,88,510,3446258,0,0,0,144.300000,116,24.530000,156.400000,74,13.290000,214.700000,90,9.660000,7.800000,10,2.110000,3,0
VA,106,415,3538928,0,0,0,235.200000,121,39.980000,220.600000,87,18.750000,236.300000,91,10.630000,11.800000,4,3.190000,1,0
TN,95,510,3657784,0,0,0,174.000000,57,29.580000,281.100000,118,23.890000,197.200000,94,8.870000,9.700000,2,2.620000,0,0
NJ,57,510,3302635,1,0,0,115.000000,65,19.550000,122.300000,96,10.400000,245.000000,75,11.030000,6.400000,1,1.730000,0,1
WA,184,408,3443131,0,0,0,151.700000,93,25.790000,178.500000,77,15.170000,229.100000,111,10.310000,13.100000,8,3.540000,2,0
AR,109,510,3784294,0,0,0,153.100000,102,26.030000,234.100000,77,19.900000,329.200000,74,14.810000,9.900000,9,2.670000,3,0
WI,127,415,3439365,0,0,0,218.600000,93,37.160000,149.900000,130,12.740000,204.600000,131,9.210000,9.200000,5,2.480000,2,0
WA,82,510,3625579,0,0,0,265.200000,122,45.080000,178.700000,102,15.190000,174.700000,90,7.860000,10.700000,9,2.890000,2,0
RI,180,415,3667616,0,0,0,143.300000,134,24.360000,180.500000,113,15.340000,184.200000,87,8.290000,10.100000,4,2.730000,1,0
ME,174,415,3972870,0,0,0,190.300000,98,32.350000,252.700000,70,21.480000,220.600000,97,9.930000,7.200000,9,1.940000,2,0
CO,92,415,4083262,0,0,0,184.700000,60,31.400000,262.000000,73,22.270000,239.500000,120,10.780000,12.300000,6,3.320000,2,1
CO,81,408,3729091,0,0,0,115.300000,99,19.600000,224.700000,117,19.100000,152.500000,98,6.860000,18.000000,2,4.860000,1,0
RI,125,408,4103159,0,0,0,113.000000,108,19.210000,169.200000,107,14.380000,156.600000,61,7.050000,9.200000,5,2.480000,2,1
CT,119,408,3445181,0,0,0,294.200000,100,50.010000,232.500000,53,19.760000,195.000000,64,8.780000,9.000000,1,2.430000,0,1
NC,122,415,3968662,0,0,0,215.600000,86,36.650000,167.800000,59,14.260000,207.000000,67,9.320000,6.400000,8,1.730000,3,0
WY,34,408,3396446,0,0,0,128.800000,80,21.900000,208.700000,93,17.740000,202.100000,103,9.090000,14.000000,7,3.780000,1,0
OR,138,415,3847236,1,1,28,211.200000,117,35.900000,312.500000,98,26.560000,178.000000,118,8.010000,10.700000,2,2.890000,3,1
FL,90,415,3535257,0,1,24,71.200000,82,12.100000,181.600000,103,15.440000,186.900000,111,8.410000,12.900000,1,3.480000,1,0
KY,73,408,3697295,0,0,0,94.900000,121,16.130000,253.200000,83,21.520000,175.100000,86,7.880000,14.200000,2,3.830000,2,0
SC,19,510,4085322,0,0,0,259.400000,116,44.100000,269.700000,109,22.920000,175.300000,130,7.890000,9.500000,3,2.570000,1,1
WA,120,408,3449620,0,1,28,215.800000,123,36.690000,285.200000,76,24.240000,192.100000,78,8.640000,6.900000,3,1.860000,1,0
MT,160,415,3298436,0,0,0,97.500000,113,16.580000,268.100000,69,22.790000,255.300000,62,11.490000,13.200000,4,3.560000,3,0
PA,141,510,4146739,0,0,0,146.500000,121,24.910000,169.900000,125,14.440000,238.800000,112,10.750000,8.200000,5,2.210000,0,0
MA,90,408,4061730,0,0,0,157.900000,72,26.840000,234.000000,93,19.890000,210.000000,86,9.450000,12.200000,5,3.290000,2,0
VT,72,415,3369327,0,0,0,139.900000,117,23.780000,223.600000,96,19.010000,240.800000,93,10.840000,12.700000,4,3.430000,2,0
MN,117,408,3787418,0,1,21,153.200000,112,26.040000,263.300000,110,22.380000,135.000000,85,6.080000,11.900000,7,3.210000,1,0
IL,79,408,4126019,1,0,0,103.500000,134,17.600000,319.300000,111,27.140000,239.900000,124,10.800000,8.400000,4,2.270000,2,0
AR,87,408,3904789,0,0,0,185.800000,119,31.590000,192.300000,83,16.350000,200.000000,96,9.000000,6.600000,4,1.780000,1,0
MD,102,415,3869774,0,0,0,129.500000,56,22.020000,354.200000,118,30.110000,145.500000,93,6.550000,10.900000,3,2.940000,1,0
MT,49,408,3538970,0,0,0,236.600000,91,40.220000,220.900000,146,18.780000,146.800000,114,6.610000,8.900000,2,2.400000,1,0
VT,67,408,4105370,0,0,0,260.400000,107,44.270000,208.200000,104,17.700000,207.900000,115,9.360000,10.000000,2,2.700000,6,0
CO,107,415,4044421,0,0,0,167.300000,100,28.440000,163.900000,79,13.930000,185.900000,100,8.370000,6.700000,5,1.810000,2,0
NC,190,408,4093353,0,0,0,182.200000,101,30.970000,212.300000,95,18.050000,233.000000,123,10.490000,9.300000,4,2.510000,2,0
WA,118,510,4222571,0,0,0,113.000000,80,19.210000,150.100000,87,12.760000,204.300000,115,9.190000,10.800000,4,2.920000,2,0
TN,120,415,4123404,0,0,0,185.700000,133,31.570000,235.100000,149,19.980000,256.400000,78,11.540000,16.900000,6,4.560000,0,0
AR,94,408,3332964,0,0,0,136.200000,114,23.150000,165.100000,118,14.030000,137.900000,71,6.210000,9.600000,5,2.590000,0,0
DC,115,510,4066669,0,1,29,222.600000,81,37.840000,190.300000,109,16.180000,201.200000,87,9.050000,11.500000,2,3.110000,1,0
MN,61,415,4098802,0,0,0,197.300000,67,33.540000,264.500000,106,22.480000,210.500000,116,9.470000,9.000000,6,2.430000,1,0
IA,143,510,3546183,0,1,33,141.400000,130,24.040000,186.400000,114,15.840000,210.000000,111,9.450000,7.700000,6,2.080000,1,0
KS,110,510,3542434,0,0,0,208.000000,69,35.360000,95.100000,94,8.080000,178.500000,129,8.030000,8.000000,11,2.160000,1,0
ND,104,415,3897620,0,0,0,118.500000,92,20.150000,177.800000,109,15.110000,255.700000,98,11.510000,12.100000,4,3.270000,1,0
MT,16,510,3381724,0,0,0,153.200000,65,26.040000,229.700000,90,19.520000,148.200000,94,6.670000,10.700000,8,2.890000,1,0
IL,183,510,3991750,0,0,0,108.300000,87,18.410000,183.600000,116,15.610000,176.600000,109,7.950000,13.500000,2,3.650000,0,0
DC,147,408,3548914,0,0,0,168.600000,92,28.660000,187.700000,107,15.950000,216.500000,95,9.740000,14.400000,8,3.890000,2,0
KY,58,415,4092983,0,0,0,247.200000,116,42.020000,303.700000,103,25.810000,105.400000,94,4.740000,9.300000,2,2.510000,2,1
MS,102,510,3299689,1,0,0,224.200000,81,38.110000,243.300000,90,20.680000,147.800000,66,6.650000,12.000000,8,3.240000,3,0
TN,123,415,3378950,0,0,0,166.900000,98,28.370000,221.800000,77,18.850000,243.900000,114,10.980000,12.800000,4,3.460000,3,0
IA,64,415,3741836,0,1,43,118.400000,100,20.130000,144.100000,108,12.250000,158.100000,91,7.110000,8.500000,6,2.300000,1,0
AK,103,510,3599454,0,0,0,190.900000,62,32.450000,226.600000,53,19.260000,230.100000,96,10.350000,7.800000,3,2.110000,2,0
MN,152,415,3789542,0,0,0,317.800000,60,54.030000,152.900000,100,13.000000,123.400000,63,5.550000,10.400000,7,2.810000,1,1
WV,124,415,3441970,0,0,0,312.000000,112,53.040000,180.000000,109,15.300000,168.600000,94,7.590000,12.800000,4,3.460000,1,1
OR,97,415,4172774,0,0,0,146.000000,121,24.820000,203.000000,141,17.260000,151.800000,120,6.830000,13.300000,2,3.590000,1,0
MS,131,415,3339002,0,0,0,131.600000,95,22.370000,179.300000,109,15.240000,251.200000,129,11.300000,15.500000,3,4.190000,1,1
ME,57,415,3698576,0,1,33,193.400000,105,32.880000,231.600000,79,19.690000,226.200000,90,10.180000,11.100000,11,3.000000,2,0
MN,157,510,3726920,0,0,0,185.100000,92,31.470000,213.000000,85,18.110000,196.100000,85,8.820000,8.500000,5,2.300000,2,0
GA,194,510,3336575,0,0,0,193.300000,106,32.860000,169.000000,150,14.370000,225.200000,122,10.130000,11.800000,4,3.190000,0,0
DC,66,415,4101190,0,0,0,146.400000,107,24.890000,196.500000,99,16.700000,230.100000,106,10.350000,7.800000,2,2.110000,1,0
GA,155,510,3761641,0,0,0,71.200000,90,12.100000,304.400000,119,25.870000,183.300000,103,8.250000,8.600000,4,2.320000,0,0
NY,123,415,3296731,0,0,0,123.200000,104,20.940000,190.000000,117,16.150000,170.300000,95,7.660000,12.900000,5,3.480000,4,1
OK,116,510,3933976,0,0,0,205.000000,90,34.850000,140.900000,114,11.980000,272.600000,96,12.270000,7.500000,4,2.030000,2,0
OK,63,415,3887355,0,0,0,128.700000,78,21.880000,240.800000,133,20.470000,237.700000,121,10.700000,12.800000,6,3.460000,1,0
GA,64,510,4127791,0,0,0,216.900000,78,36.870000,211.000000,115,17.940000,179.800000,116,8.090000,11.400000,5,3.080000,3,0
NJ,96,510,3686111,0,0,0,150.000000,122,25.500000,218.500000,116,18.570000,212.400000,89,9.560000,9.800000,1,2.650000,3,0
MN,53,415,4019420,0,0,0,164.100000,106,27.900000,206.000000,56,17.510000,194.700000,124,8.760000,11.400000,2,3.080000,1,0
ME,105,510,3525750,0,0,0,212.000000,113,36.040000,226.600000,128,19.260000,193.600000,114,8.710000,8.900000,7,2.400000,3,0
MI,53,510,4173702,0,1,37,167.300000,99,28.440000,194.700000,99,16.550000,236.700000,112,10.650000,12.000000,9,3.240000,2,0
MT,101,415,3535714,0,0,0,154.400000,130,26.250000,217.200000,101,18.460000,185.400000,52,8.340000,13.900000,4,3.750000,1,0
NE,129,510,4099494,0,1,30,177.300000,95,30.140000,211.800000,102,18.000000,240.200000,108,10.810000,9.300000,7,2.510000,3,0
ND,122,408,3951901,0,0,0,231.200000,141,39.300000,267.800000,136,22.760000,240.300000,100,10.810000,8.800000,5,2.380000,1,1
VA,163,415,3788342,0,0,0,202.900000,100,34.490000,178.600000,46,15.180000,203.800000,116,9.170000,12.800000,3,3.460000,5,0
VT,93,408,4176044,0,0,0,149.600000,120,25.430000,200.700000,85,17.060000,181.200000,107,8.150000,14.300000,9,3.860000,0,0
OH,115,510,3481163,1,0,0,345.300000,81,58.700000,203.400000,106,17.290000,217.500000,107,9.790000,11.800000,8,3.190000,1,1
AL,25,408,3374600,0,0,0,264.900000,80,45.030000,281.200000,66,23.900000,166.100000,80,7.470000,8.400000,4,2.270000,1,1
DC,73,408,3555922,0,0,0,122.000000,92,20.740000,138.300000,114,11.760000,224.200000,128,10.090000,5.800000,5,1.570000,1,0
ND,120,415,3695810,0,0,0,177.200000,88,30.120000,270.400000,99,22.980000,231.500000,90,10.420000,14.000000,2,3.780000,2,0
TN,196,415,3408291,0,0,0,133.100000,80,22.630000,206.500000,120,17.550000,221.600000,96,9.970000,10.300000,8,2.780000,1,0
DE,97,510,3547397,0,0,0,225.100000,90,38.270000,279.500000,127,23.760000,233.800000,103,10.520000,8.800000,4,2.380000,0,1
NY,148,408,4077464,0,0,0,208.400000,120,35.430000,174.400000,99,14.820000,310.700000,105,13.980000,11.200000,4,3.020000,1,0
AL,85,408,3866411,0,1,30,173.100000,107,29.430000,247.200000,101,21.010000,158.700000,104,7.140000,11.500000,5,3.110000,1,0
OK,86,510,3973746,1,0,0,162.400000,131,27.610000,167.000000,102,14.200000,128.900000,118,5.800000,11.400000,2,3.080000,2,1
MS,78,415,4105236,0,1,13,281.200000,93,47.800000,178.200000,101,15.150000,244.200000,129,10.990000,6.400000,5,1.730000,2,0
MD,106,415,4092412,0,0,0,208.300000,89,35.410000,169.400000,67,14.400000,102.000000,90,4.590000,15.900000,4,4.290000,3,0
NE,147,415,4007280,0,1,38,243.400000,126,41.380000,273.800000,109,23.270000,282.900000,91,12.730000,14.100000,8,3.810000,2,0
AR,145,415,3325820,0,0,0,224.200000,89,38.110000,314.900000,121,26.770000,182.900000,121,8.230000,16.100000,3,4.350000,1,1
IL,91,415,3734483,0,0,0,189.300000,100,32.180000,239.300000,107,20.340000,89.700000,89,4.040000,9.900000,3,2.670000,3,0
IN,81,408,3476717,0,1,46,168.300000,124,28.610000,270.900000,103,23.030000,222.500000,98,10.010000,6.700000,2,1.810000,4,0
UT,116,415,3802929,0,1,24,232.900000,90,39.590000,152.100000,94,12.930000,344.300000,82,15.490000,10.700000,6,2.890000,1,0
LA,69,415,4207692,0,1,37,155.000000,98,26.350000,142.400000,105,12.100000,143.700000,117,6.470000,5.900000,4,1.590000,1,0
ID,135,510,3806437,0,0,0,154.400000,130,26.250000,203.800000,90,17.320000,158.700000,59,7.140000,11.800000,3,3.190000,0,0
KY,73,510,3778309,0,0,0,234.700000,102,39.900000,195.700000,110,16.630000,253.400000,71,11.400000,8.400000,8,2.270000,2,0
MI,48,415,4072718,0,0,0,240.000000,88,40.800000,141.000000,117,11.990000,128.900000,137,5.800000,7.100000,9,1.920000,1,0
NH,125,415,3571938,1,0,0,298.400000,78,50.730000,270.500000,142,22.990000,107.300000,84,4.830000,12.200000,2,3.290000,0,1
WV,100,415,3813735,0,0,0,166.000000,102,28.220000,236.100000,97,20.070000,134.300000,93,6.040000,10.900000,4,2.940000,1,0
OR,165,415,4098453,0,1,33,111.600000,140,18.970000,213.300000,111,18.130000,267.600000,115,12.040000,16.000000,3,4.320000,0,0
SD,64,415,3956758,0,0,0,174.500000,98,29.670000,180.200000,103,15.320000,179.000000,89,8.060000,10.700000,2,2.890000,2,0
MD,116,510,3995424,1,1,27,175.500000,137,29.840000,210.600000,60,17.900000,294.800000,121,13.270000,6.900000,5,1.860000,1,0
ND,147,408,4094671,1,1,35,157.500000,109,26.780000,189.600000,67,16.120000,227.000000,76,10.220000,11.100000,2,3.000000,3,1
TN,115,415,3746525,0,0,0,206.200000,113,35.050000,176.400000,102,14.990000,297.100000,119,13.370000,11.000000,7,2.970000,1,0
MO,84,415,4068665,0,1,35,207.500000,138,35.280000,201.000000,116,17.090000,164.500000,107,7.400000,7.500000,16,2.030000,4,0
IL,86,510,3427716,0,1,16,144.800000,105,24.620000,206.200000,111,17.530000,255.400000,117,11.490000,11.600000,2,3.130000,4,0
UT,134,415,4172221,0,0,0,258.800000,85,44.000000,129.500000,114,11.010000,193.600000,106,8.710000,10.900000,7,2.940000,2,0
MI,105,415,3765213,0,0,0,226.900000,106,38.570000,182.200000,77,15.490000,203.900000,107,9.180000,11.600000,2,3.130000,0,1
AR,88,408,3487448,0,0,0,152.900000,119,25.990000,171.200000,107,14.550000,257.000000,106,11.570000,12.000000,5,3.240000,2,0
TX,90,408,3288179,0,1,27,156.700000,51,26.640000,236.500000,118,20.100000,123.200000,111,5.540000,12.600000,6,3.400000,2,0
AK,86,408,3894602,0,0,0,150.800000,85,25.640000,295.900000,88,25.150000,247.200000,104,11.120000,12.500000,1,3.380000,1,0
TN,37,415,4132238,0,0,0,221.000000,126,37.570000,204.500000,110,17.380000,118.000000,98,5.310000,6.800000,3,1.840000,4,0
NH,141,415,4023370,0,1,32,322.400000,92,54.810000,283.200000,107,24.070000,209.500000,111,9.430000,6.700000,3,1.810000,1,1
NM,148,408,3486008,0,0,0,153.600000,148,26.110000,262.100000,87,22.280000,225.500000,99,10.150000,9.800000,3,2.650000,2,0
MN,163,408,3715655,0,1,22,215.100000,91,36.570000,138.900000,102,11.810000,146.200000,109,6.580000,12.400000,2,3.350000,2,0
IA,89,415,3745224,0,1,35,174.400000,108,29.650000,196.700000,100,16.720000,127.400000,74,5.730000,11.800000,3,3.190000,1,0
RI,63,415,3711187,0,0,0,180.500000,126,30.690000,230.000000,98,19.550000,232.500000,73,10.460000,10.600000,3,2.860000,0,0
AL,102,415,3371100,0,0,0,123.100000,106,20.930000,182.000000,102,15.470000,244.600000,75,11.010000,12.600000,7,3.400000,2,0
NC,76,510,4218141,0,0,0,165.700000,94,28.170000,257.400000,80,21.880000,170.800000,114,7.690000,10.000000,4,2.700000,1,0
SD,104,408,4062678,0,0,0,200.200000,92,34.030000,118.700000,87,10.090000,236.600000,65,10.650000,6.000000,6,1.620000,2,0
MT,109,510,4159649,0,0,0,154.800000,82,26.320000,287.700000,109,24.450000,208.400000,80,9.380000,5.900000,9,1.590000,3,0
HI,105,510,3648128,0,0,0,125.400000,116,21.320000,261.500000,95,22.230000,241.600000,104,10.870000,11.400000,9,3.080000,2,0
MT,63,415,3567817,0,1,33,184.200000,111,31.310000,312.600000,89,26.570000,264.000000,55,11.880000,12.200000,4,3.290000,1,0
KY,105,415,4046357,0,1,24,274.700000,99,46.700000,193.500000,118,16.450000,299.600000,109,13.480000,10.800000,3,2.920000,3,0
DC,68,415,3982138,1,1,39,142.000000,140,24.140000,241.600000,89,20.540000,302.000000,72,13.590000,11.300000,5,3.050000,1,0
CO,63,408,3788029,1,1,21,151.500000,99,25.760000,147.800000,89,12.560000,210.400000,114,9.470000,10.000000,4,2.700000,1,0
MI,74,415,3864215,0,0,0,124.800000,114,21.220000,133.000000,121,11.310000,160.300000,85,7.210000,10.600000,7,2.860000,3,0
AL,76,415,3678156,0,0,0,179.200000,85,30.460000,222.900000,66,18.950000,188.200000,113,8.470000,12.400000,2,3.350000,0,0
KS,91,408,3828079,1,0,0,246.400000,110,41.890000,182.000000,98,15.470000,157.600000,106,7.090000,12.100000,2,3.270000,2,1
NC,101,415,3542985,0,0,0,232.700000,114,39.560000,186.400000,123,15.840000,153.300000,122,6.900000,11.500000,6,3.110000,5,0
SC,116,408,3736922,0,0,0,288.000000,120,48.960000,255.800000,90,21.740000,233.400000,99,10.500000,13.400000,4,3.620000,0,1
CO,131,415,3977125,0,1,23,170.800000,145,29.040000,236.700000,93,20.120000,294.500000,100,13.250000,12.700000,1,3.430000,1,0
MN,84,415,3336296,0,0,0,216.100000,114,36.740000,197.500000,107,16.790000,217.800000,104,9.800000,9.800000,3,2.650000,1,0
WY,104,415,3656022,0,0,0,138.700000,100,23.580000,215.400000,58,18.310000,164.300000,98,7.390000,4.900000,4,1.320000,2,0
FL,108,510,3651688,0,0,0,210.700000,112,35.820000,238.700000,73,20.290000,253.600000,90,11.410000,9.200000,5,2.480000,3,0
NY,111,415,3824872,0,0,0,181.800000,117,30.910000,158.100000,91,13.440000,266.200000,123,11.980000,9.700000,9,2.620000,0,0
OK,155,408,3676136,0,1,30,61.600000,103,10.470000,255.100000,110,21.680000,225.900000,96,10.170000,12.400000,5,3.350000,1,0
ME,66,510,4043592,0,0,0,207.700000,85,35.310000,196.700000,112,16.720000,261.700000,83,11.780000,6.800000,3,1.840000,1,0
NE,64,510,4152949,0,0,0,219.200000,73,37.260000,167.000000,65,14.200000,161.400000,119,7.260000,10.000000,5,2.700000,1,0
OH,69,415,3758880,0,0,0,227.000000,122,38.590000,258.700000,111,21.990000,169.700000,87,7.640000,8.900000,1,2.400000,2,0
CT,116,415,3356832,0,0,0,245.900000,73,41.800000,240.100000,87,20.410000,158.700000,89,7.140000,8.900000,5,2.400000,3,0
DC,101,415,3618367,0,0,0,257.300000,84,43.740000,184.800000,115,15.710000,108.900000,109,4.900000,13.500000,7,3.650000,0,0
OK,15,415,4082002,0,0,0,121.100000,130,20.590000,216.000000,86,18.360000,235.100000,33,10.580000,16.100000,5,4.350000,2,0
NJ,88,415,3478659,0,0,0,301.500000,136,51.260000,257.700000,72,21.900000,132.900000,118,5.980000,13.400000,2,3.620000,4,1
IA,197,415,3762922,0,0,0,233.900000,96,39.760000,218.900000,111,18.610000,182.900000,109,8.230000,9.500000,3,2.570000,0,0
VA,50,415,3822182,1,0,0,99.600000,108,16.930000,308.700000,102,26.240000,161.200000,62,7.250000,13.700000,6,3.700000,2,1
VA,172,510,4082089,0,0,0,169.800000,123,28.870000,183.100000,94,15.560000,395.000000,72,17.770000,12.700000,7,3.430000,2,0
NM,188,415,3696890,1,1,26,198.800000,115,33.800000,166.600000,67,14.160000,198.500000,118,8.930000,14.400000,3,3.890000,1,1
FL,85,408,3472951,1,0,0,116.200000,86,19.750000,229.700000,127,19.520000,204.200000,109,9.190000,10.100000,3,2.730000,3,0
RI,103,510,4206324,1,0,0,255.900000,128,43.500000,140.900000,92,11.980000,308.900000,130,13.900000,12.100000,2,3.270000,1,1
NJ,136,408,4027650,0,1,27,187.700000,84,31.910000,221.000000,147,18.790000,145.700000,110,6.560000,10.000000,4,2.700000,3,0
NE,155,408,3912702,0,1,21,195.900000,91,33.300000,213.900000,84,18.180000,88.200000,111,3.970000,8.600000,4,2.320000,0,0
WV,145,415,3833375,0,0,0,129.400000,97,22.000000,185.400000,101,15.760000,204.700000,106,9.210000,1.100000,2,0.300000,2,0
WY,116,510,3922733,0,1,12,221.000000,108,37.570000,151.000000,118,12.840000,179.000000,80,8.060000,9.000000,6,2.430000,2,0
SC,152,408,3979933,0,0,0,140.500000,92,23.890000,186.800000,96,15.880000,227.000000,89,10.220000,9.500000,5,2.570000,2,0
MS,65,415,3839306,1,0,0,277.900000,123,47.240000,155.800000,112,13.240000,256.900000,71,11.560000,9.200000,10,2.480000,0,1
ND,180,415,3691929,0,0,0,224.900000,105,38.230000,250.000000,101,21.250000,216.100000,73,9.720000,6.700000,5,1.810000,3,1
IL,67,415,3694377,0,0,0,109.100000,117,18.550000,217.400000,124,18.480000,188.400000,141,8.480000,12.800000,6,3.460000,0,0
OR,60,415,3669430,0,0,0,207.800000,109,35.330000,123.500000,112,10.500000,291.600000,115,13.120000,5.700000,9,1.540000,0,0
UT,138,510,3537407,0,0,0,205.900000,96,35.000000,257.100000,94,21.850000,209.000000,63,9.400000,12.100000,8,3.270000,0,0
IA,44,415,3597426,0,0,0,308.600000,139,52.460000,150.800000,94,12.820000,198.700000,66,8.940000,7.300000,3,1.970000,4,1
ME,25,510,3327391,0,0,0,242.600000,69,41.240000,209.000000,117,17.770000,219.700000,82,9.890000,14.400000,6,3.890000,2,0
WY,145,408,4056559,0,0,0,229.600000,82,39.030000,138.100000,103,11.740000,250.800000,109,11.290000,3.300000,3,0.890000,1,0
WI,122,510,3388784,0,1,28,166.000000,62,28.220000,233.900000,88,19.880000,170.100000,84,7.650000,7.700000,3,2.080000,2,0
SC,121,415,4156347,0,0,0,144.800000,126,24.620000,200.600000,82,17.050000,208.800000,81,9.400000,13.300000,9,3.590000,0,1
DC,55,510,3545058,1,0,0,106.100000,77,18.040000,123.500000,100,10.500000,96.400000,92,4.340000,12.900000,3,3.480000,0,0
CT,77,415,3425701,0,0,0,221.800000,84,37.710000,166.000000,125,14.110000,210.200000,72,9.460000,13.200000,4,3.560000,1,0
OR,12,415,3784179,0,0,0,204.600000,98,34.780000,212.500000,90,18.060000,182.100000,95,8.190000,9.800000,7,2.650000,2,0
OR,64,510,4076391,0,0,0,213.500000,93,36.300000,166.600000,114,14.160000,122.000000,78,5.490000,14.100000,3,3.810000,3,0
NV,92,415,4043105,0,1,44,152.000000,95,25.840000,274.900000,73,23.370000,162.400000,121,7.310000,10.000000,1,2.700000,2,0
MN,125,415,3909735,1,1,29,260.800000,81,44.340000,163.700000,112,13.910000,271.700000,117,12.230000,17.000000,6,4.590000,1,1
OK,160,408,3504820,0,0,0,166.400000,117,28.290000,317.000000,129,26.950000,160.400000,121,7.220000,10.000000,2,2.700000,1,0
KS,79,415,3838807,0,0,0,177.900000,83,30.240000,167.300000,84,14.220000,223.700000,142,10.070000,15.200000,8,4.100000,0,0
RI,36,415,3668382,0,0,0,235.100000,97,39.970000,196.800000,104,16.730000,259.700000,110,11.690000,7.000000,7,1.890000,3,0
DC,102,415,4029704,0,0,0,186.800000,92,31.760000,173.700000,123,14.760000,250.900000,131,11.290000,9.700000,4,2.620000,2,0
IL,138,408,4052209,1,0,0,268.400000,81,45.630000,174.400000,115,14.820000,193.500000,96,8.710000,11.600000,4,3.130000,1,0
UT,164,510,3973939,0,0,0,192.100000,95,32.660000,249.800000,94,21.230000,132.600000,100,5.970000,7.300000,3,1.970000,3,0
MN,125,415,3432689,0,0,0,240.700000,82,40.920000,269.400000,85,22.900000,187.100000,74,8.420000,10.100000,3,2.730000,0,1
WI,72,408,3839448,0,0,0,179.900000,113,30.580000,149.800000,112,12.730000,168.200000,79,7.570000,9.800000,7,2.650000,2,0
MI,74,415,3596232,0,0,0,314.100000,86,53.400000,222.400000,99,18.900000,259.000000,121,11.660000,12.300000,5,3.320000,3,1
MI,134,415,3699772,0,1,41,162.000000,82,27.540000,324.700000,77,27.600000,160.100000,112,7.200000,11.900000,5,3.210000,0,0
MA,145,415,3817003,0,0,0,175.800000,89,29.890000,274.300000,119,23.320000,226.600000,69,10.200000,12.400000,4,3.350000,1,0
AL,136,510,3526732,0,0,0,109.400000,91,18.600000,207.500000,111,17.640000,135.000000,107,6.080000,11.600000,5,3.130000,0,0
SC,209,510,3887540,0,0,0,255.100000,124,43.370000,230.600000,110,19.600000,218.000000,69,9.810000,8.500000,5,2.300000,3,1
WI,66,415,3563333,1,0,0,208.700000,84,35.480000,173.300000,88,14.730000,264.700000,107,11.910000,8.300000,3,2.240000,3,0
VT,152,510,3339664,0,1,20,214.600000,108,36.480000,96.600000,82,8.210000,170.700000,145,7.680000,7.900000,5,2.130000,1,0
